date,open,high,low,close,adj_close,volume
2023-03-17,106.6500,107.7300,106.4600,106.8500,94.0373,38129000
2023-03-20,106.8800,106.9600,105.7200,105.9100,93.2100,24242800
2023-03-21,105.0800,105.4200,104.5400,105.0000,92.4091,18934900
2023-03-22,104.6600,106.4500,104.4400,106.4000,93.6412,26388500
2023-03-23,105.3600,106.5500,104.8200,106.4000,93.6412,25475100
2023-03-24,107.0900,107.4300,106.2600,106.8500,94.0373,23652700
2023-03-27,105.0500,105.7600,104.3300,104.3400,91.8283,22224500
2023-03-28,104.2400,104.6800,104.0200,104.5300,91.9955,17794300
2023-03-29,103.7000,104.4500,103.6000,104.3200,91.8106,16804400
2023-03-30,104.4600,105.0500,104.2700,104.8000,92.2331,14315800
2023-03-31,105.3500,106.5600,105.0800,106.3700,93.6148,25396700
2023-04-03,105.8800,107.1000,105.7000,106.6000,94.0551,18234800
2023-04-04,105.7800,107.8000,105.7500,107.1300,94.5227,18052400
2023-04-05,107.7700,108.3700,107.4100,108.2500,95.5109,23047700
2023-04-06,108.4200,108.8700,108.3900,108.5300,95.7580,16447300
2023-04-10,107.6400,107.7600,106.5600,106.7800,94.2139,19134400
2023-04-11,107.0500,107.0900,106.5100,107.0000,94.4080,13971200
2023-04-12,107.0500,107.1700,105.8800,106.8900,94.3110,20563000
2023-04-13,107.0500,107.3900,105.8800,106.0500,93.5698,22079400
2023-04-14,105.3900,105.5500,104.7700,105.0800,92.7140,19801900
2023-04-17,104.4200,104.5900,103.7100,103.8300,91.6111,19528800
2023-04-18,103.8100,104.5900,103.8000,104.2000,91.9375,15922600
2023-04-19,103.9100,104.2400,103.4800,104.1000,91.8493,16093900
2023-04-20,104.8300,105.2800,104.7500,104.9900,92.6346,16450100
2023-04-21,105.3000,105.4600,104.2700,104.4000,92.1140,15244700
2023-04-24,104.9600,105.4900,104.8400,105.4100,93.0051,17034300
2023-04-25,106.3300,107.1300,106.2800,106.9600,94.3727,21899900
2023-04-26,106.7900,107.2400,105.6700,105.8200,93.3669,19610400
2023-04-27,105.2000,105.2700,104.6100,104.7700,92.4405,20247600
2023-04-28,106.2100,106.7600,105.8600,106.4600,93.9315,26954100
2023-05-01,105.2700,105.4200,102.8400,103.1300,91.2231,32487300
2023-05-02,104.0000,105.7000,103.8900,105.7000,93.4964,30057800
2023-05-03,106.0000,106.6000,105.2800,106.2900,94.0182,23656200
2023-05-04,105.2200,106.4500,105.1500,105.2400,93.0895,25110500
2023-05-05,104.3500,104.9000,104.1100,104.8900,92.7799,15096500
2023-05-08,103.5200,103.8700,103.3200,103.4200,91.4796,20587000
2023-05-09,103.5000,103.6400,103.0000,103.0500,91.1523,19182500
2023-05-10,103.6700,104.2400,103.6400,104.0500,92.0369,22886800
2023-05-11,105.3000,105.5200,104.7200,105.1500,93.0099,19147200
2023-05-12,105.0500,105.2500,104.2500,104.2700,92.2315,14198500
2023-05-15,103.3900,103.4700,103.1200,103.1900,91.2762,20085300
2023-05-16,102.4000,102.9000,102.1100,102.8800,91.0019,29251700
2023-05-17,103.0800,103.1600,102.3500,102.5800,90.7366,21340900
2023-05-18,102.2000,102.2600,101.7500,101.8200,90.0643,25536600
2023-05-19,101.2600,101.8600,100.9300,101.1000,89.4274,29038000
2023-05-22,101.2500,101.7100,100.6700,100.7400,89.1090,20131100
2023-05-23,100.4300,101.2500,100.2800,101.0300,89.3655,21749500
2023-05-24,101.2800,101.3600,100.5300,100.5300,88.9233,18473400
2023-05-25,100.7000,100.8000,100.0300,100.2800,88.7021,22492800
2023-05-26,100.1200,101.1700,100.0000,101.0900,89.4186,17030300
2023-05-30,101.4000,102.2400,101.2500,102.1000,90.3120,23125200
2023-05-31,101.9900,103.1800,101.8700,102.9900,91.0993,23787000
2023-06-01,103.2800,103.6300,102.6300,103.1200,91.4567,21040400
2023-06-02,103.0000,103.0700,101.9400,101.9900,90.4545,19136500
